id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P003233	ATU 7, pl. 021, W 19577,d	Uruk (mod. Warka)	HD: W 19577,d	W 19577,d		ATU 7, pl. 021, W 19577,d		Administrative		Uruk IV
P003234	IM 064846	Uruk (mod. Warka)	IM 064846	W 19577,e		unpublished unassigned ?	ATU 2, plate 54	Administrative		Uruk IV
P003235	ATU 7, pl. 021, W 19577,f	Uruk (mod. Warka)	HD: W 19577,f	W 19577,f		ATU 7, pl. 021, W 19577,f		Administrative		Uruk IV
P003236	ATU 7, pl. 022, W 19577,g	Uruk (mod. Warka)	HD: W 19577,g	W 19577,g		ATU 7, pl. 022, W 19577,g		Administrative		Uruk IV
P003237	W 19577,h	Uruk (mod. Warka)	IM —	W 19577,h		unpublished unassigned ?		Administrative		Uruk III
P003239	IM 133696	Uruk (mod. Warka)	IM 133696	W 19577,j + W 19577,k + W 19577,l + W 19577,m +W 19577, n + W 19577,p		unpublished unassigned ?		Administrative		Uruk III
P003244	IM 133697	Uruk (mod. Warka)	IM 133697	W 19577,o		unpublished unassigned ?		Administrative		Uruk III
P003246	IM 064843	Uruk (mod. Warka)	IM 064843	W 19577,q		unpublished unassigned ?		Administrative		Uruk III
P003247	W 19578,a	Uruk (mod. Warka)	IM —	W 19578,a		unpublished unassigned ?		Administrative		Uruk IV
P003248	W 19578,b	Uruk (mod. Warka)	IM —	W 19578,b		unpublished unassigned ?		Administrative		Uruk IV
P003249	IM 064849	Uruk (mod. Warka)	IM 064849	W 19584,a		unpublished unassigned ?	Nissen, Grundzüge, 96f, ohne Identifizierung Nissen, World Archaeology 17, 1986, 325f Vs. ohne Identifizierung; Katalog 1978, (p) Berlin	Administrative		Uruk IV
P003250	IM 064850	Uruk (mod. Warka)	IM 064850	W 19584,b		unpublished unassigned ?	Ausstellungskatalog Der Garten in Eden, p. 60	Administrative		Uruk IV
P003251	IM 064851	Uruk (mod. Warka)	IM 064851	W 19584,c		unpublished unassigned ?		Administrative		Uruk IV
P003252	IM 064852	Uruk (mod. Warka)	IM 064852	W 19584,d		unpublished unassigned ?		Administrative		Uruk IV
P003253	W 19584,e	Uruk (mod. Warka)	IM —	W 19584,e		unpublished unassigned ?		Administrative		Uruk IV
P003255	ATU 7, pl. 022, W 19584,g	Uruk (mod. Warka)	HD: W 19584,g	W 19584,g		ATU 7, pl. 022, W 19584,g		Administrative		Uruk IV
P003256	ATU 7, pl. 022, W 19584,h	Uruk (mod. Warka)	HD: W 19584,h	W 19584,h		ATU 7, pl. 022, W 19584,h		Administrative		Uruk IV
P003257	ATU 7, pl. 022, W 19584,i	Uruk (mod. Warka)	HD: W 19584,i	W 19584,i		ATU 7, pl. 022, W 19584,i		Administrative		Uruk IV
P003261	IM 064854	Uruk (mod. Warka)	IM 064854	W 19591,a		unpublished unassigned ?		Administrative		Uruk IV
P003262	ATU 3, pl. 083, W 19591,b	Uruk (mod. Warka)	IM 133513	W 19591,b		ATU 3, pl. 083, W 19591,b		Administrative	with drawing	Uruk III
P003263	W 19592,a	Uruk (mod. Warka)	IM —	W 19592,a		unpublished unassigned ?		Administrative		Uruk IV
P003264	W 19592,b	Uruk (mod. Warka)	IM —	W 19592,b		unpublished unassigned ?		Administrative		Uruk IV
P003265	ATU 7, pl. 022, W 19592,c	Uruk (mod. Warka)	HD: W 19592,c	W 19592,c		ATU 7, pl. 022, W 19592,c		Administrative		Uruk IV
P003266	W 19592,d	Uruk (mod. Warka)	IM —	W 19592,d		unpublished unassigned ?		Administrative		Uruk IV
P003267	W 19592,e	Uruk (mod. Warka)	IM —	W 19592,e		unpublished unassigned ?	Green, Margaret W., VL 15 (1981) 350	Administrative		Uruk IV
P003268	IM 133514	Uruk (mod. Warka)	IM 133514	W 19592,f		unpublished unassigned ?		Administrative		Uruk III
P003269	W 19592,g	Uruk (mod. Warka)	IM —	W 19592,g		unpublished unassigned ?		Administrative		Uruk IV
P003270	IM 133515	Uruk (mod. Warka)	IM 133515	W 19592,h		unpublished unassigned ?		Administrative		Uruk IV
P003271	IM 133516	Uruk (mod. Warka)	IM 133516	W 19592,i		unpublished unassigned ?		Administrative		Uruk IV
P003272	W 19592,j	Uruk (mod. Warka)	IM —	W 19592,j		unpublished unassigned ?		Administrative		Uruk IV
P003273	W 19592,k	Uruk (mod. Warka)	IM —	W 19592,k		unpublished unassigned ?		Administrative		Uruk III
P003274	ATU 7, pl. 022, W 19592,l	Uruk (mod. Warka)	HD: W 19592,l	W 19592,l		ATU 7, pl. 022, W 19592,l		Administrative		Uruk IV
P003275	ATU 7, pl. 022, W 19592,m	Uruk (mod. Warka)	HD: W 19592,m	W 19592,m		ATU 7, pl. 022, W 19592,m		Administrative		Uruk IV
P003276	ATU 7, pl. 022, W 19592,n	Uruk (mod. Warka)	HD: W 19592,n	W 19592,n		ATU 7, pl. 022, W 19592,n	Frühe Schrift, p. 77, no. 10.1; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 62 fig. 19	Administrative		Uruk IV
P003277	ATU 7, pl. 023, W 19592,o	Uruk (mod. Warka)	HD: W 19592,o	W 19592,o		ATU 7, pl. 023, W 19592,o		Administrative		Uruk IV
P003278	ATU 7, pl. 023, W 19592,p	Uruk (mod. Warka)	HD: W 19592,p	W 19592,p		ATU 7, pl. 023, W 19592,p		Administrative		Uruk IV
P003279	ATU 7, pl. 023, W 19592,q	Uruk (mod. Warka)	HD: W 19592,q	W 19592,q		ATU 7, pl. 023, W 19592,q		Administrative		Uruk IV
P003280	ATU 7, pl. 023, W 19592,r	Uruk (mod. Warka)	HD: W 19592,r	W 19592,r		ATU 7, pl. 023, W 19592,r		Administrative		Uruk IV
P003281	ATU 7, pl. 023, W 19592,s	Uruk (mod. Warka)	HD: W 19592,s	W 19592,s		ATU 7, pl. 023, W 19592,s		Administrative		Uruk IV
P003282	IM 133517	Uruk (mod. Warka)	IM 133517	W 19592,u		unpublished unassigned ?		Administrative		Uruk IV
P003283	W 19592,w	Uruk (mod. Warka)	IM —	W 19592,w		unpublished unassigned ?		Administrative		Uruk IV
P003284	W 19597	Uruk (mod. Warka)	IM —	W 19597		unpublished unassigned ?		Administrative		Uruk IV
P003285	ATU 7, pl. 023, W 19621	Uruk (mod. Warka)	HD: W 19621	W 19621		ATU 7, pl. 023, W 19621		Administrative		Uruk III
P003286	ATU 7, pl. 023, W 19635,a	Uruk (mod. Warka)	HD: W 19635,a	W 19635,a		ATU 7, pl. 023, W 19635,a		Administrative		Uruk III
P003287	ATU 7, pl. 023, W 19635,b	Uruk (mod. Warka)	HD: W 19635,b	W 19635,b		ATU 7, pl. 023, W 19635,b		Administrative		Uruk IV
P003288	IM 133374	Uruk (mod. Warka)	IM 133374	W 19636		unpublished unassigned ?		Administrative		Uruk III
P003289	ATU 7, pl. 023, W 19637	Uruk (mod. Warka)	HD: W 19637	W 19637		ATU 7, pl. 023, W 19637		Administrative		Uruk IV
P003290	ATU 7, pl. 023, W 19638	Uruk (mod. Warka)	HD: W 19638	W 19638		ATU 7, pl. 023, W 19638		Administrative		Uruk IV
P003291	ATU 7, pl. 024, W 19639,a	Uruk (mod. Warka)	HD: W 19639,a	W 19639,a		ATU 7, pl. 024, W 19639,a		Administrative		Uruk III
P003292	ATU 7, pl. 024, W 19639,b	Uruk (mod. Warka)	HD: W 19639,b	W 19639,b		ATU 7, pl. 024, W 19639,b		Administrative		Uruk IV
P003293	ATU 7, pl. 024, W 19639,c	Uruk (mod. Warka)	HD: W 19639,c	W 19639,c		ATU 7, pl. 024, W 19639,c		Administrative		Uruk III
P003294	IM 133376	Uruk (mod. Warka)	IM 133376	W 19640,b		unpublished unassigned ?		Administrative		Uruk III
P003295	ATU 7, pl. 024, W 19641	Uruk (mod. Warka)	HD: W 19641	W 19641		ATU 7, pl. 024, W 19641		Administrative		Uruk III
P003296	IM 133377	Uruk (mod. Warka)	IM 133377	W 19642		unpublished unassigned ?		Administrative		Uruk III
P003297	IM 133698	Uruk (mod. Warka)	IM 133698	W 19665,a		unpublished unassigned ?		Administrative		Uruk IV
P003298	IM 133699	Uruk (mod. Warka)	IM 133699	W 19665,b		unpublished unassigned ?		Administrative		Uruk IV
P003299	IM 133700	Uruk (mod. Warka)	IM 133700	W 19665,c		unpublished unassigned ?		Administrative		Uruk III
P003300	IM 133701	Uruk (mod. Warka)	IM 133701	W 19666,a		unpublished unassigned ?		Administrative		Uruk IV
P003301	IM 133702	Uruk (mod. Warka)	IM 133702	W 19666,b		unpublished unassigned ?		Administrative		Uruk III
P003302	IM 133703	Uruk (mod. Warka)	IM 133703	W 19666,c		unpublished unassigned ?		Administrative		Uruk IV
P003303	IM 133704	Uruk (mod. Warka)	IM 133704	W 19666,d		unpublished unassigned ?		Administrative		Uruk IV
P003304	IM 133708	Uruk (mod. Warka)	IM 133708	W 19666,e		unpublished unassigned ?		Administrative		Uruk III
P003305	IM 133706	Uruk (mod. Warka)	IM 133706	W 19666,g		unpublished unassigned ?		Administrative		Uruk III
P003306	IM 133707	Uruk (mod. Warka)	IM 133707	W 19666,h		unpublished unassigned ?		Administrative		Uruk IV
P003307	ATU 7, pl. 024, W 19667,a	Uruk (mod. Warka)	HD: W 19667,a	W 19667,a		ATU 7, pl. 024, W 19667,a		Administrative		Uruk III
P003308	ATU 7, pl. 024, W 19667,b	Uruk (mod. Warka)	HD: W 19667,b	W 19667,b		ATU 7, pl. 024, W 19667,b		Administrative		Uruk III
P003309	ATU 7, pl. 024, W 19667,c	Uruk (mod. Warka)	HD: W 19667,c	W 19667,c		ATU 7, pl. 024, W 19667,c		Administrative		Uruk IV
P003310	ATU 7, pl. 024, W 19667,d	Uruk (mod. Warka)	HD: W 19667,d	W 19667,d		ATU 7, pl. 024, W 19667,d		Administrative		Uruk III
P003311	ATU 7, pl. 024, W 19667,f	Uruk (mod. Warka)	HD: W 19667,f	W 19667,f		ATU 7, pl. 024, W 19667,f		Administrative		Uruk III
P003312	ATU 7, pl. 024, W 19667,g	Uruk (mod. Warka)	HD: W 19667,g	W 19667,g		ATU 7, pl. 024, W 19667,g		Administrative		Uruk IV
P003313	IM 133709	Uruk (mod. Warka)	IM 133709	W 19668,a		unpublished unassigned ?		Administrative		Uruk III
P003314	IM 133710	Uruk (mod. Warka)	IM 133710	W 19668,b		unpublished unassigned ?		Administrative		Uruk III
P003315	IM 133712	Uruk (mod. Warka)	IM 133712	W 19668,d		unpublished unassigned ?		Administrative		Uruk III
P003316	ATU 7, pl. 024, W 19669	Uruk (mod. Warka)	HD: W 19669	W 19669		ATU 7, pl. 024, W 19669		Administrative		Uruk III
P003317	W 19670	Uruk (mod. Warka)	IM —	W 19670		unpublished unassigned ?		Administrative		Uruk IV
P003318	IM 133378	Uruk (mod. Warka)	IM 133378	W 19671		unpublished unassigned ?		Administrative		Uruk III
P003319	W 19684,a	Uruk (mod. Warka)	IM —	W 19684,a		unpublished unassigned ?		Administrative		Uruk IV
P003320	IM 133714	Uruk (mod. Warka)	IM 133714	W 19684,b		unpublished unassigned ?		Administrative		Uruk III
P003321	ATU 7, pl. 025, W 19685	Uruk (mod. Warka)	HD: W 19685	W 19685		ATU 7, pl. 025, W 19685		Administrative		Uruk IV
P003322	W 19686	Uruk (mod. Warka)	IM —	W 19686		unpublished unassigned ?		Administrative		Uruk IV
P003323	ATU 7, pl. 025, W 19687	Uruk (mod. Warka)	HD: W 19687	W 19687		ATU 7, pl. 025, W 19687		Administrative		Uruk IV
P003324	ATU 7, pl. 025, W 19688	Uruk (mod. Warka)	HD: W 19688	W 19688		ATU 7, pl. 025, W 19688		Administrative		Uruk IV
P003325	ATU 7, pl. 025, W 19689,a	Uruk (mod. Warka)	HD: W 19689,a	W 19689,a		ATU 7, pl. 025, W 19689,a		Administrative		Uruk IV
P003326	ATU 7, pl. 025, W 19689,b	Uruk (mod. Warka)	HD: W 19689,b	W 19689,b		ATU 7, pl. 025, W 19689,b		Administrative		Uruk IV
P003327	ATU 7, pl. 026, W 19690	Uruk (mod. Warka)	HD: W 19690	W 19690		ATU 7, pl. 026, W 19690		Administrative		Uruk IV
P003329	ATU 7, pl. 026, W 19725	Uruk (mod. Warka)	HD: W 19725	W 19725		ATU 7, pl. 026, W 19725		Administrative		Uruk IV
P003330	ATU 7, pl. 026, W 19726,a	Uruk (mod. Warka)	HD: W 19726,a	W 19726,a		ATU 7, pl. 026, W 19726,a	ATU 2, plate 58; Spektrum der Wissenschaft, March 1988, 47 (p) not identified; Frühe Schrift, p. 79, no. 10.5; Natuur & Techniek 59/9 (1991) 701 ((p)); discussed by J. Friberg, AfO 44/45 (1997/98) 49; copy published R. Englund in J. Bauer, R. Englund and 	Administrative		Uruk III
P003331	ATU 7, pl. 026, W 19726,d	Uruk (mod. Warka)	HD: W 19726,d	W 19726,d		ATU 7, pl. 026, W 19726,d		Administrative		Uruk IV
P003332	ATU 7, pl. 026, W 19726,e	Uruk (mod. Warka)	HD: W 19726,e	W 19726,e		ATU 7, pl. 026, W 19726,e		Administrative		Uruk IV
P003333	ATU 7, pl. 026, W 19726,f	Uruk (mod. Warka)	HD: W 19726,f	W 19726,f		ATU 7, pl. 026, W 19726,f		Administrative		Uruk IV
P003334	IM 064727	Uruk (mod. Warka)	IM 064727	W 19727		unpublished unassigned ?		Administrative		Uruk IV
P003335	ATU 7, pl. 026, W 19728,a	Uruk (mod. Warka)	HD: W 19728,a	W 19728,a		ATU 7, pl. 026, W 19728,a		Administrative		Uruk IV
P003336	ATU 7, pl. 027, W 19728,b	Uruk (mod. Warka)	HD: W 19728,b	W 19728,b		ATU 7, pl. 027, W 19728,b		Administrative		Uruk III
P003337	IM 133717	Uruk (mod. Warka)	IM 133717	W 19737,b		unpublished unassigned ?		Administrative		Uruk III
P003338	IM 133719	Uruk (mod. Warka)	IM 133719	W 19737,d		unpublished unassigned ?		Administrative		Uruk III
P003339	IM 133720	Uruk (mod. Warka)	IM 133720	W 19740,h		unpublished unassigned ?		Administrative		Uruk III
P003340	ATU 7, pl. 027, W 19766	Uruk (mod. Warka)	HD: W 19766	W 19766		ATU 7, pl. 027, W 19766		Administrative		Uruk IV
P003341	IM 133731	Uruk (mod. Warka)	IM 133731	W 19768,a		unpublished unassigned ?		Administrative		Uruk III
P003342	ATU 3, pl. 083, W 19771,a	Uruk (mod. Warka)	IM 133732	W 19771,a		ATU 3, pl. 083, W 19771,a		Administrative		Uruk III
P003343	W 19772,a	Uruk (mod. Warka)	IM —	W 19772,a		unpublished unassigned ?		Administrative		Uruk IV
P003344	IM 133738	Uruk (mod. Warka)	IM 133738	W 19772,b		unpublished unassigned ?		Administrative		Uruk III
P003345	IM 133740	Uruk (mod. Warka)	IM 133740	W 19772,d		unpublished unassigned ?		Administrative		Uruk III
P003346	ATU 3, pl. 089, W 19772,e	Uruk (mod. Warka)	IM 133741	W 19772,e		ATU 3, pl. 089, W 19772,e		Administrative		Uruk III
P003347	IM 133742	Uruk (mod. Warka)	IM 133742	W 19772,f + W 19772,g		unpublished unassigned ?		Administrative		Uruk III
P003349	IM 133743	Uruk (mod. Warka)	IM 133743	W 19772,h + W 19785,a		unpublished unassigned ?		Administrative		Uruk III
P003350	IM 133744	Uruk (mod. Warka)	IM 133744	W 19772,i		unpublished unassigned ?		Administrative		Uruk III
P003351	ATU 7, pl. 027, W 19781	Uruk (mod. Warka)	HD: W 19781	W 19781		ATU 7, pl. 027, W 19781		Administrative		Uruk IV
P003352	IM 064882	Uruk (mod. Warka)	IM 064882	W 19784		unpublished unassigned ?		Administrative		Uruk IV
P003354	ATU 7, pl. 027, W 19796	Uruk (mod. Warka)	HD: W 19796	W 19796		ATU 7, pl. 027, W 19796		Administrative		Uruk IV
P003355	W 19799	Uruk (mod. Warka)	IM —	W 19799		unpublished unassigned ?		Administrative		Uruk III
P003356	IM 064890	Uruk (mod. Warka)	IM 064890	W 19851,a		unpublished unassigned ?		Administrative		Uruk III
P003357	ATU 7, pl. 027, W 19851,b+	Uruk (mod. Warka)	HD: W 19851,b+	W 19851,b + W 19948,28		ATU 7, pl. 027, W 19851,b+		Administrative		Uruk III
P003358	IM 064919,b	Uruk (mod. Warka)	IM 064919,b	W 19948,01		unpublished unassigned ?		Administrative		Uruk IV
P003359	IM 064920	Uruk (mod. Warka)	IM 064920	W 19948,02		unpublished unassigned ?		Administrative		Uruk III
P003360	IM 064921	Uruk (mod. Warka)	IM 064921	W 19948,03		unpublished unassigned ?		Administrative		Uruk III
P003361	IM 064922	Uruk (mod. Warka)	IM 064922	W 19948,04		unpublished unassigned ?		Administrative		Uruk III
P003362	ATU 7, pl. 028, W 19948,5	Uruk (mod. Warka)	HD: W 19948,5	W 19948,05		ATU 7, pl. 028, W 19948,5		Administrative		Uruk III
P003363	ATU 7, pl. 028, W 19948,6	Uruk (mod. Warka)	HD: W 19948,6	W 19948,06		ATU 7, pl. 028, W 19948,6		Administrative		Uruk III
P003364	IM 064923	Uruk (mod. Warka)	IM 064923	W 19948,07		unpublished unassigned ?		Administrative		Uruk III
P003365	IM 064927	Uruk (mod. Warka)	IM 064927	W 19948,11		unpublished unassigned ?		Administrative		Uruk III
P003366	IM 064928	Uruk (mod. Warka)	IM 064928	W 19948,12		unpublished unassigned ?		Administrative		Uruk III
P003367	IM 133839	Uruk (mod. Warka)	IM 133839	W 19948,13		unpublished unassigned ?		Administrative		Uruk III
P003368	IM 133840	Uruk (mod. Warka)	IM 133840	W 19948,14		unpublished unassigned ?		Administrative		Uruk III
P003369	ATU 7, pl. 028, W 19948,15	Uruk (mod. Warka)	HD: W 19948,15	W 19948,15		ATU 7, pl. 028, W 19948,15	ATU 3, pl. 083	Administrative		Uruk IV
P003370	ATU 7, pl. 028, W 19948,16	Uruk (mod. Warka)	HD: W 19948,16	W 19948,16		ATU 7, pl. 028, W 19948,16		Administrative		Uruk IV
P003371	IM 064929	Uruk (mod. Warka)	IM 064929	W 19948,17		unpublished unassigned ?		Administrative		Uruk IV
P003372	W 19948,18	Uruk (mod. Warka)	IM —	W 19948,18		unpublished unassigned ?		Administrative		Uruk IV
P003373	IM 133677	Uruk (mod. Warka)	IM 133677	W 19948,19		unpublished unassigned ?		Administrative		Uruk III
P003374	ATU 7, pl. 028, W 19948,21	Uruk (mod. Warka)	HD: W 19948,21	W 19948,21		ATU 7, pl. 028, W 19948,21		Administrative		Uruk IV
P003375	IM 064930	Uruk (mod. Warka)	IM 064930	W 19948,25		unpublished unassigned ?		Administrative		Uruk III
P003376	IM 064931	Uruk (mod. Warka)	IM 064931	W 19948,26		unpublished unassigned ?		Administrative		Uruk III
P003377	IM 064932	Uruk (mod. Warka)	IM 064932	W 19948,27		unpublished unassigned ?		Administrative		Uruk III
P003379	ATU 7, pl. 028, W 19948,31	Uruk (mod. Warka)	HD: W 19948,31	W 19948,31		ATU 7, pl. 028, W 19948,31		Administrative		Uruk III
P003380	ATU 7, pl. 029, W 19948,37	Uruk (mod. Warka)	HD: W 19948,37	W 19948,37		ATU 7, pl. 029, W 19948,37		Administrative		Uruk III
P003381	ATU 7, pl. 029, W 19948,51	Uruk (mod. Warka)	HD: W 19948,51	W 19948,51		ATU 7, pl. 029, W 19948,51		Administrative		Uruk III
P003382	ATU 7, pl. 029, W 19948,52	Uruk (mod. Warka)	HD: W 19948,52	W 19948,52		ATU 7, pl. 029, W 19948,52		Administrative		Uruk III
P003383	ATU 7, pl. 029, W 19948,53	Uruk (mod. Warka)	HD: W 19948,53	W 19948,53		ATU 7, pl. 029, W 19948,53		Administrative		Uruk III
P003384	ATU 7, pl. 029, W 19948,54	Uruk (mod. Warka)	HD: W 19948,54	W 19948,54		ATU 7, pl. 029, W 19948,54		Administrative		Uruk III
P003385	ATU 7, pl. 029, W 19948,55	Uruk (mod. Warka)	HD: W 19948,55	W 19948,55		ATU 7, pl. 029, W 19948,55		Administrative		Uruk III
P003386	ATU 7, pl. 029, W 19948,56	Uruk (mod. Warka)	HD: W 19948,56	W 19948,56		ATU 7, pl. 029, W 19948,56		Administrative		Uruk III
P003387	ATU 7, pl. 029, W 19948,58	Uruk (mod. Warka)	HD: W 19948,58	W 19948,58		ATU 7, pl. 029, W 19948,58		Administrative		Uruk III
P003388	ATU 7, pl. 029, W 19948,59	Uruk (mod. Warka)	HD: W 19948,59	W 19948,59		ATU 7, pl. 029, W 19948,59		Administrative		Uruk III
P003389	ATU 7, pl. 029, W 19948,60	Uruk (mod. Warka)	HD: W 19948,60	W 19948,60		ATU 7, pl. 029, W 19948,60		Administrative		Uruk III
P003390	ATU 7, pl. 029, W 19948,61	Uruk (mod. Warka)	HD: W 19948,61	W 19948,61		ATU 7, pl. 029, W 19948,61		Administrative		Uruk III
P003391	ATU 7, pl. 030, W 19948,62	Uruk (mod. Warka)	HD: W 19948,62	W 19948,62		ATU 7, pl. 030, W 19948,62		Administrative		Uruk III
P003392	ATU 7, pl. 030, W 19948,63	Uruk (mod. Warka)	HD: W 19948,63	W 19948,63		ATU 7, pl. 030, W 19948,63		Administrative		Uruk III
P003393	ATU 7, pl. 030, W 19948,64	Uruk (mod. Warka)	HD: W 19948,64	W 19948,64		ATU 7, pl. 030, W 19948,64		Administrative		Uruk III
P003394	ATU 7, pl. 030, W 19948,65	Uruk (mod. Warka)	HD: W 19948,65	W 19948,65		ATU 7, pl. 030, W 19948,65		Administrative		Uruk III
P003395	ATU 7, pl. 030, W 19948,66	Uruk (mod. Warka)	HD: W 19948,66	W 19948,66		ATU 7, pl. 030, W 19948,66		Administrative		Uruk III
P003396	ATU 7, pl. 030, W 19948,67	Uruk (mod. Warka)	HD: W 19948,67	W 19948,67		ATU 7, pl. 030, W 19948,67		Administrative		Uruk III
P003397	ATU 7, pl. 030, W 19948,69	Uruk (mod. Warka)	HD: W 19948,69	W 19948,69		ATU 7, pl. 030, W 19948,69		Administrative		Uruk III
P003398	ATU 7, pl. 030, W 19948,70	Uruk (mod. Warka)	HD: W 19948,70	W 19948,70		ATU 7, pl. 030, W 19948,70		Administrative		Uruk III
P003399	ATU 7, pl. 030, W 19948,72	Uruk (mod. Warka)	HD: W 19948,72	W 19948,72		ATU 7, pl. 030, W 19948,72		Administrative		Uruk III
P003400	ATU 7, pl. 030, W 19948,73	Uruk (mod. Warka)	HD: W 19948,73	W 19948,73		ATU 7, pl. 030, W 19948,73		Administrative		Uruk III
P003401	ATU 7, pl. 030, W 20034,b	Uruk (mod. Warka)	HD: W 20034,b	W 20034,b		ATU 7, pl. 030, W 20034,b		Administrative		Uruk IV
P003402	IM 065103	Uruk (mod. Warka)	IM 065103	W 20044,01		unpublished unassigned ?		Administrative		Uruk IV
P003403	IM 065104	Uruk (mod. Warka)	IM 065104	W 20044,02		unpublished unassigned ?		Administrative		Uruk IV
P003404	IM 133950	Uruk (mod. Warka)	IM 133950	W 20044,03		unpublished unassigned ?		Administrative		Uruk IV
P003405	IM 065105	Uruk (mod. Warka)	IM 065105	W 20044,04		unpublished unassigned ?		Administrative		Uruk IV
P003406	IM 065106	Uruk (mod. Warka)	IM 065106	W 20044,05		unpublished unassigned ?		Administrative		Uruk III
P003407	IM 065107	Uruk (mod. Warka)	IM 065107	W 20044,06		unpublished unassigned ?		Administrative		Uruk IV
P003408	ATU 7, pl. 031, W 20044,7	Uruk (mod. Warka)	HD: W 20044,7	W 20044,07		ATU 7, pl. 031, W 20044,7		Administrative		Uruk IV
P003409	IM 065108	Uruk (mod. Warka)	IM 065108	W 20044,08		unpublished unassigned ?	Green, Margaret W., VL 15 (1981) 352	Administrative		Uruk IV
P003410	IM 065109	Uruk (mod. Warka)	IM 065109	W 20044,09		unpublished unassigned ?		Administrative		Uruk IV
P003411	IM 133951	Uruk (mod. Warka)	IM 133951	W 20044,10		unpublished unassigned ?		Administrative		Uruk IV
P003412	ATU 7, pl. 031, W 20044,11	Uruk (mod. Warka)	HD: W 20044,11	W 20044,11		ATU 7, pl. 031, W 20044,11		Administrative		Uruk IV
P003413	ATU 7, pl. 031, W 20044,12	Uruk (mod. Warka)	HD: W 20044,12	W 20044,12		ATU 7, pl. 031, W 20044,12		Administrative		Uruk IV
P003414	ATU 7, pl. 031, W 20044,13	Uruk (mod. Warka)	HD: W 20044,13	W 20044,13		ATU 7, pl. 031, W 20044,13		Administrative		Uruk IV
P003415	ATU 7, pl. 032, W 20044,14	Uruk (mod. Warka)	HD: W 20044,14	W 20044,14		ATU 7, pl. 032, W 20044,14		Administrative		Uruk IV
P003416	IM 133952	Uruk (mod. Warka)	IM 133952	W 20044,15		unpublished unassigned ?		Administrative		Uruk IV
P003417	ATU 7, pl. 032, W 20044,16	Uruk (mod. Warka)	HD: W 20044,16	W 20044,16		ATU 7, pl. 032, W 20044,16		Administrative		Uruk IV
P003418	ATU 7, pl. 032, W 20044,17	Uruk (mod. Warka)	HD: W 20044,17	W 20044,17		ATU 7, pl. 032, W 20044,17	Copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 116 fig. 39	Administrative		Uruk IV
P003419	ATU 7, pl. 032, W 20044,18	Uruk (mod. Warka)	HD: W 20044,18	W 20044,18		ATU 7, pl. 032, W 20044,18		Administrative		Uruk IV
P003420	ATU 7, pl. 032, W 20044,19	Uruk (mod. Warka)	HD: W 20044,19	W 20044,19		ATU 7, pl. 032, W 20044,19		Administrative		Uruk IV
P003421	ATU 7, pl. 033, W 20044,20	Uruk (mod. Warka)	HD: W 20044,20	W 20044,20		ATU 7, pl. 033, W 20044,20		Administrative		Uruk IV
P003422	IM 133953	Uruk (mod. Warka)	IM 133953	W 20044,21		unpublished unassigned ?		Administrative		Uruk III
P003423	ATU 7, pl. 033, W 20044,22	Uruk (mod. Warka)	HD: W 20044,22	W 20044,22		ATU 7, pl. 033, W 20044,22	ATU 3, pl. 083	Administrative		Uruk IV
P003424	IM 065110	Uruk (mod. Warka)	IM 065110	W 20044,23		unpublished unassigned ?		Administrative		Uruk IV
