id_text	accession_no	accounting_period	acquisition_history	alternative_years	ark_number	atf_source	atf_up	author	author_remarks	cdli_collation	cdli_comments	citation	collection	composite_id	condition_description	date_entered	date_of_origin	date_remarks	date_updated	dates_referenced	db_source	designation	dumb	dumb2	electronic_publication	elevation	excavation_no	external_id	findspot_remarks	findspot_square	genre	google_earth_collection	google_earth_provenience	height	id	id_text2	id_text_int	join_information	language	lineart_up	material	museum_no	object_preservation	object_type	period	period_remarks	photo_up	primary_publication	provenience	provenience_remarks	publication_date	publication_history	published_collation	seal_id	seal_information	stratigraphic_level	subgenre	subgenre_remarks	surface_preservation	text_remarks	thickness	translation_source	width	object_remarks
P003687					21198/zz001rb29x	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,1					W 20367,11a		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			44	3499	0	3687		undetermined	150ppi 20160630	clay	IM 134346,1		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										20	no translation	53		
P003688					21198/zz001rb2bf	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,2					W 20367,11b		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			30	3500	0	3688		undetermined	150ppi 20160630	clay	IM 134346,2		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										13	no translation	30		
P003689					21198/zz001rb2cz	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,3					W 20367,11c		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			20	3501	0	3689		undetermined	150ppi 20160630	clay	IM 134346,3		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										18	no translation	41		
P003690					21198/zz001rb2dg	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,4					W 20367,11d		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			13	3502	0	3690		undetermined	150ppi 20160630	clay	IM 134346,4		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										12	no translation	39		
P003691					21198/zz001rb2f0	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,5					W 20367,11e		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			28	3503	0	3691		undetermined	150ppi 20160630	clay	IM 134346,5		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										14	no translation	18		
P003692					21198/zz001rb2gh	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134346,6					W 20367,11f		Schutt an der Lehmziegelmauer, 1.5 m nordöstlich der oberen Drainage	Nc XVI,5	Administrative			25	3504	0	3692		undetermined	150ppi 20160630	clay	IM 134346,6		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										9	no translation	21		
P003693					21198/zz001rb428	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	71x40x23; Nd XVI,5; im Schutt neben Riemchenmauer im Niveau der Backsteine bei der Treppe zum großen Hof, 1,5 m südöstlich der zweiten Backsteinreihe; Uruk IV; Abrechnung über Getreiderationen.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 058, W 20368,1					W 20368,1		im Schutt neben Riemchenmauer im Niveau der Backsteine bei der Treppe zum großen Hof, 1.5 m südöstlich der 2. Backsteinreihe	Nd XVI,5	Administrative			71	3505	0	3693		undetermined	150ppi 20160630	clay	HD: W 20368,1		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 7, pl. 058, W 20368,1	Uruk (mod. Warka)		2001										23	no translation	40		
P003694					21198/zz001rb43s	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	45x41x20; s. W 20368,1; Frühe Schrift, S. 77, Nr. 10.2; R. Englund, OBO 160/1, 62 fig. 19; vgl. in diesem Band W 20044,14, 20044,19.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20368,2					W 20368,2		im Schutt neben Riemchenmauer im Niveau der Backsteine bei der Treppe zum großen Hof, 1.5 m südöstlich der 2. Backsteinreihe	Nd XVI,5	Administrative			45	3506	0	3694		undetermined	150ppi 20160630	clay	HD: W 20368,2		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 7, pl. 059, W 20368,2	Uruk (mod. Warka)		2001	Frühe Schrift, p. 77, no. 10.2; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 62 fig. 19									20	no translation	41		
P003695					21198/zz001rb449	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	41x32x16; Nb XVI,5; auf den Lehmziegeln im Süden des Ofens, nördlich des Wasserbeckens; Schriftstufe unklar.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20369,1					W 20369,1		auf den Lehmziegeln in Süden des Ofens, nördlich des Wasserbeckens	Nb XVI,5	Administrative			41	3507	0	3695		undetermined	150ppi 20160630	clay	HD: W 20369,1		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 059, W 20369,1	Uruk (mod. Warka)		2001										16	no translation	32		
P003696					21198/zz001rb45t	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	26x42x13; s. W 20369,1.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20369,2					W 20369,2		auf den Lehmziegeln im Süden des Ofens, nördlich des Wasserbeckens	Nb XVI,5	Administrative			26	3508	0	3696		undetermined	150ppi 20160630	clay	HD: W 20369,2		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 059, W 20369,2	Uruk (mod. Warka)		2001										13	no translation	42		
P003697					21198/zz001rb46b	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134347					W 20370		im Schutt der archaischen Scherbenschicht neben oberster Lehmziegelmauer und durchschnittener älterer Süd-Nordmauer	Ob XVI,4/5	Administrative			58	3509	0	3697		undetermined	150ppi 20160630	clay	IM 134347		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										21	no translation	51		
P003698					21198/zz001rb47v	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	39x50x34; Nd XVI,5; bei den Riemchen, 4 m von der Hofmauer; Uruk IV.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20372					W 20372		bei den Riemchen, 4 m von der Hofmauer	Nd XVI,5	Administrative			39	3510	0	3698		undetermined	150ppi 20160630	clay	HD: W 20372		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 7, pl. 059, W 20372	Uruk (mod. Warka)		2001										34	no translation	50		
P003699					21198/zz001rb48c	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134348					W 20373		im Schutt außerhalb der Hofmauer	Nb/c XVI,5	Administrative			24	3511	0	3699		undetermined	150ppi 20160630	clay	IM 134348		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										13	no translation	29		
P003700					21198/zz001rb49w	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	50x51x25; Practice 19; Nb/c XVI 5, außerhalb der Hofmauer; da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.				National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 3, pl. 084, W 20374					W 20374		außerhalb der Hofmauer	Nb/c XVI,5	Administrative			50	3512	0	3700		undetermined	150ppi 20160630	clay	IM 134350		tablet	Uruk III (ca. 3200-3000 BC)			ATU 3, pl. 084, W 20374	Uruk (mod. Warka)		1993							Text category: -1619; Foreign ID: LSL 19			25	no translation	51		
P003701					21198/zz001rb4bd	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	46x37x19; Ne XVI,5; im Schutt etwas über Backsteinverblendung der Hofmauer; Uruk IV; Abrechnung über Getreideprodukte.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20385,1					W 20385,1		im Schutt etwas über Backsteinverblendung der Hofmauer	Ne XVI,5	Administrative			46	3513	0	3701		undetermined	150ppi 20160630	clay	HD: W 20385,1		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 7, pl. 059, W 20385,1	Uruk (mod. Warka)		2001										19	no translation	37		
P003702					21198/zz001rb4cx	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	64x44x20; s. W 20385,1; Abrechnung über Kuhmilchprodukte, u.a.m.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 059, W 20385,2					W 20385,2		im Schutt etwas über Backsteinverblendung der Hofmauer	Ne XVI,5	Administrative			64	3514	0	3702		undetermined	150ppi 20160630	clay	HD: W 20385,2		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 7, pl. 059, W 20385,2	Uruk (mod. Warka)		2001										20	no translation	44		
P003703					21198/zz001rb5w5	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	W 20419					W 20419		im Schutt der Hofauffüllung in gleicher Höhe der Backsteinbank	Nc XVI,4/5	Administrative			27	3515	0	3703		undetermined	150ppi 20160630	clay	IM —		tablet	Uruk IV (ca. 3350-3200 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd	BAM2.KAT; D. Schmandt-Besserat, Before Writing II, 309, token no. 553; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 1									0	no translation	18		
P003704					21198/zz001rb5xp	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134356					W 20420		im Schutt der Hofauffüllung, dicht unter der Backsteinstufe	Nc XVI,4/5	Administrative			20	3516	0	3704		undetermined	150ppi 20160630	clay	IM 134356		tablet	Uruk IV (ca. 3350-3200 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd	BAM2.KAT; D. Schmandt-Besserat, Before Writing II, 308, token no. 551; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 10									13	no translation	26		
P003705					21198/zz001rb5z6	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134360					W 20422,2		in Hofauffüllung längs der Halde	Nc XVI,4	Administrative			43	3517	0	3705		undetermined	150ppi 20160630	clay	IM 134360		tablet	Uruk IV (ca. 3350-3200 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										18	no translation	31		
P003706					21198/zz001rb606	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	W 20423					W 20423		1.4 m tief, 2 m südlich des Steges	Nc XVI,4	Administrative			67	3518	0	3706		undetermined	150ppi 20160630	clay	IM —		tablet	Uruk IV (ca. 3350-3200 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										0	no translation	40		
P003707					21198/zz001rb61q	Englund, Robert K.		nn					National Museum of Iraq, Baghdad, Iraq			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	IM 134361					W 20424		in Höhe der Hofmauer, 7 m nordöstlich von ihr neben der Halde	Nc XVI,4	Administrative			69	3519	0	3707		undetermined	150ppi 20160630	clay	IM 134361		tablet	Uruk IV (ca. 3350-3200 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										26	no translation	36		
P003708					21198/zz001rb627	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	63x44x14; Nc XVII,1; im Schutt an der frühdynastischen Mauer; Uruk III; Abrechnung über Teppiche (?).				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 060, W 20493,1					W 20493,01		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			63	3520	0	3708		undetermined	150ppi 20160630	clay	HD: W 20493,1		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 060, W 20493,1	Uruk (mod. Warka)		2001										14	no translation	44		
P003709					21198/zz001rb63r	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	61x39x15; s. W 20493,1; Abrechnung über Zuteilungen von kleineren Mengen Kuhmilchfetts.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 060, W 20493,2					W 20493,02		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			61	3521	0	3709		undetermined	150ppi 20160630	clay	HD: W 20493,2		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 060, W 20493,2	Uruk (mod. Warka)		2001										15	no translation	39		
P003710					21198/zz001rb648	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	82x57x18; s. W 20493,1; Abrechnung über Zuteilungen von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 060, W 20493,3					W 20493,03		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			82	3522	0	3710		undetermined	150ppi 20160630	clay	HD: W 20493,3		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 060, W 20493,3	Uruk (mod. Warka)		2001										18	no translation	57		
P003711					21198/zz001rb65s	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	52x49x17; s. W 20493,1; Abrechnung über Zuteilungen von Textilprodukten.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,4					W 20493,04		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			52	3523	0	3711		undetermined	150ppi 20160630	clay	HD: W 20493,4		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,4	Uruk (mod. Warka)		2001										17	no translation	49		
P003712					21198/zz001rb669	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	50x40x15; s. W 20493,1; Abrechnung über Zuteilungen von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,5					W 20493,05		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			50	3524	0	3712		undetermined	150ppi 20160630	clay	HD: W 20493,5		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,5	Uruk (mod. Warka)		2001										15	no translation	40		
P003713					21198/zz001rb67t	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	72x45x17; s. W 20493,1; „Deller-Join"".				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,6+					W 20493,06 + W 20493,32		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			72	3525	0	3713	P003713 lead, single entry	undetermined	150ppi 20160630	clay	HD: W 20493,6+		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,6+	Uruk (mod. Warka)		2001										17	no translation	45		
P003714					21198/zz001rb68b	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	44x32x14; s. W 20493,1; Abrechnung über eine Zuteilung von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,7					W 20493,07		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			44	3526	0	3714		undetermined	150ppi 20160630	clay	HD: W 20493,7		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,7	Uruk (mod. Warka)		2001										14	no translation	32		
P003715					21198/zz001qcxrr	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	39x50x11; s. W 20493,1.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,8					W 20493,08		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			39	3527	0	3715		undetermined	150ppi 20160630	clay	HD: W 20493,8		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,8	Uruk (mod. Warka)		2001										11	no translation	50		
P003716					21198/zz001qcxs8	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	70x51x16; s. W 20493,1; „Deller-Join"".				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 061, W 20493,9+					W 20493,09 + W 20493,35		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			70	3528	0	3716	P003716 lead, single entry	undetermined	150ppi 20160630	clay	HD: W 20493,9+		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 061, W 20493,9+	Uruk (mod. Warka)		2001										16	no translation	51		
P003717					21198/zz001qcxts	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	54x44x17; s. W 20493,1; Abrechnung über Zuteilungen von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 062, W 20493,10					W 20493,10		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			54	3529	0	3717		undetermined	150ppi 20160630	clay	HD: W 20493,10		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 062, W 20493,10	Uruk (mod. Warka)		2001										17	no translation	44		
P003718					21198/zz001qcxv9	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	46x48x17; s. W 20493,1.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 062, W 20493,11					W 20493,11		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			46	3530	0	3718		undetermined	150ppi 20160630	clay	HD: W 20493,11		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 062, W 20493,11	Uruk (mod. Warka)		2001										17	no translation	48		
P003719					21198/zz001qcxwt	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	90x64x18; Nc XVII,1; im Schutt an der frühdynastischen Mauer; „Deller-Join""; Abrechnung über Zuteilungen von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 062, W 20493,12+					W 20493,12 + W 20493,13 + frag		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			90	3531	0	3719	P003719 lead, single entry	undetermined	150ppi 20160630	clay	HD: W 20493,12+		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 062, W 20493,12+	Uruk (mod. Warka)		2001										18	no translation	64		
P003721					21198/zz001qcxzv	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	62x44x15; s. W 20493,1; „Deller-Join""; Abrechnung über Zuteilungen von Kuhmilchfettbehältern.				German Archaeological Institute, Berlin, Germany (on loan, University of Heidelberg)			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 7, pl. 062, W 20493,14+					W 20493,14 + W 20493,25 + frag		im Schutt an der frühdynastischen Mauer	Nc XVII,1	Administrative			62	3532	0	3721	P003721 lead, single entry	undetermined	150ppi 20160630	clay	HD: W 20493,14+		tablet	Uruk III (ca. 3200-3000 BC)			ATU 7, pl. 062, W 20493,14+	Uruk (mod. Warka)		2001										15	no translation	44		
